step,agent_id,attention,destination,emissions_total_g,location,modal_share,mode,performance,stress,t,working_memory
158,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,158,0.0623
158,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,158,0.003
158,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,158,0.0
158,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,158,0.0019
158,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,158,0.0
158,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,158,0.0
158,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
159,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,159,0.0351
159,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,159,0.0
159,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,159,0.0242
159,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,159,0.0368
159,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,159,0.0492
159,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,159,0.0
159,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,159,0.0
159,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,159,0.0
159,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,159,0.0211
159,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,159,0.0
159,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,159,0.0395
159,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,159,0.0
159,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
160,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,160,0.0641
160,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,160,0.0
160,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,160,0.0
160,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,160,0.0
160,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,160,0.0
160,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,160,0.0311
160,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,160,0.0
160,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,160,0.0
160,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,160,0.0445
160,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,160,0.0053
160,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,160,0.0
160,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,160,0.0
160,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
161,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,161,0.0861
161,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,161,0.0
161,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,161,0.0
161,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,161,0.0
161,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,161,0.03
161,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,161,0.0017
161,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,161,0.0103
161,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,161,0.0
161,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,161,0.0476
161,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,161,0.0
161,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,161,0.0479
161,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,161,0.0
161,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
162,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,162,0.0898
162,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,162,0.0058
162,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,162,0.0059
162,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,162,0.0
162,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,162,0.0187
162,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,162,0.0344
162,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,162,0.0442
162,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,162,0.0
162,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,162,0.0149
162,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,162,0.0144
162,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,162,0.0
162,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,162,0.0
162,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
163,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,163,0.0775
163,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,163,0.0345
163,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,163,0.0
163,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,163,0.0294
163,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,163,0.0
163,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,163,0.037
163,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,163,0.0038
163,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,163,0.0041
163,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,163,0.0178
163,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,163,0.0
163,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,163,0.0446
163,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,163,0.0
163,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
164,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,164,0.0896
164,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,164,0.0064
164,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,164,0.0206
164,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,164,0.0361
164,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,164,0.0
164,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,164,0.0151
164,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,164,0.0478
164,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,164,0.0
164,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,164,0.0107
164,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,164,0.0
164,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,164,0.0343
164,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,164,0.0462
164,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
165,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,165,0.0902
165,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,165,0.0
165,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,165,0.0109
165,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,165,0.0632
165,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,165,0.0
165,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,165,0.0343
165,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,165,0.0773
165,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,165,0.0265
165,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,165,0.0187
165,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,165,0.0174
165,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,165,0.0666
165,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,165,0.0674
165,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
166,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,166,0.0308
166,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,166,0.0
166,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,166,0.0134
166,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,166,0.0376
166,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,166,0.0
166,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,166,0.0058
166,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,166,0.0404
166,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,166,0.062
166,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,166,0.0291
166,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,166,0.0502
166,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,166,0.0368
166,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,166,0.0338
166,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
167,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,167,0.0
167,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,167,0.0223
167,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,167,0.0489
167,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,167,0.0
167,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,167,0.0352
167,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,167,0.0
167,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,167,0.0621
167,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,167,0.0604
167,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,167,0.0258
167,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,167,0.0
167,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,167,0.0
167,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,167,0.0
167,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
168,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,168,0.0359
168,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,168,0.0247
168,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,168,0.0717
168,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,168,0.0004
168,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,168,0.0
168,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,168,0.0176
168,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,168,0.0757
168,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,168,0.0623
168,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,168,0.0316
168,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,168,0.0
168,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,168,0.0
168,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,168,0.0
168,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
169,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,169,0.0532
169,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,169,0.0075
169,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,169,0.033
169,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,169,0.0356
169,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,169,0.0
169,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,169,0.0
169,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,169,0.076
169,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,169,0.0081
169,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,169,0.0
169,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,169,0.0
169,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,169,0.0
169,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,169,0.0
169,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
170,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,170,0.0124
170,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,170,0.049
170,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,170,0.0071
170,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,170,0.05
170,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,170,0.0463
170,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,170,0.0
170,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,170,0.0404
170,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,170,0.0
170,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,170,0.0024
170,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,170,0.0485
170,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,170,0.0307
170,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,170,0.0
170,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
171,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,171,0.0
171,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,171,0.0151
171,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,171,0.0
171,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,171,0.0311
171,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,171,0.0113
171,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,171,0.0401
171,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,171,0.0
171,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,171,0.0
171,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,171,0.0071
171,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,171,0.0065
171,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,171,0.009
171,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,171,0.0
171,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
